age,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,genre_binaire,tranche_age,ratio_stagnation,ratio_sous_responsable,age_revenu,satisfaction_moyenne,interaction_satisfaction_anciennete,taux_de_formation,heures_supplementaires_binaire,interaction_distance_heures_sup,frequence_deplacement_num,surmenage_transports
33,5207,Marié(e),Consulting,Consultant,1,15,15,14,0,1,3,28,4,Infra & Cloud,5,7,2,3,2,3,2,3,3,0.12,1,Junior,0.875,0.4375,171831,2.5,37.5,0.1875,1,28,1,28
40,16437,Célibataire,Ressources Humaines,Senior Manager,1,21,21,7,0,0,2,6,2,Transformation Digitale,7,7,3,3,4,4,4,3,4,0.21,1,Intermédiaire,0.3181818181818182,0.3181818181818182,657480,3.5,73.5,0.09090909090909091,1,6,1,6
24,2296,Divorcé(e),Consulting,Consultant,0,2,1,1,0,3,3,21,2,Entrepreunariat,0,0,3,2,1,1,2,3,3,0.14,1,Junior,0.5,0.0,55104,2.25,2.25,1.5,0,0,1,0
40,4069,Divorcé(e),Consulting,Manager,3,8,2,2,0,0,2,8,2,Infra & Cloud,2,2,4,3,2,4,3,3,3,0.18,1,Intermédiaire,0.6666666666666666,0.6666666666666666,162760,3.5,7.0,0.6666666666666666,1,8,0,0
45,7441,Divorcé(e),Consulting,Manager,1,10,10,8,0,3,4,1,4,Entrepreunariat,7,7,1,3,3,2,1,3,3,0.12,1,Intermédiaire,0.7272727272727273,0.6363636363636364,334845,1.75,17.5,0.36363636363636365,0,0,1,0
35,2430,Marié(e),Commercial,Représentant Commercial,0,6,5,3,0,2,5,28,4,Infra & Cloud,4,2,2,2,1,3,1,3,4,0.23,0,Intermédiaire,0.5,0.3333333333333333,85050,2.25,11.25,0.8333333333333334,0,0,1,0
32,5878,Marié(e),Consulting,Assistant de Direction,3,12,7,1,0,1,2,5,2,Infra & Cloud,2,5,4,2,2,2,1,3,3,0.12,0,Junior,0.125,0.625,188096,2.5,17.5,0.25,0,0,1,0
36,2644,Célibataire,Commercial,Représentant Commercial,3,7,3,2,0,0,3,2,4,Infra & Cloud,1,2,3,3,1,4,4,2,4,0.21,1,Intermédiaire,0.5,0.5,95184,3.25,9.75,0.75,1,2,1,2
48,6439,Divorcé(e),Commercial,Cadre Commercial,8,18,8,7,0,1,2,16,4,Infra & Cloud,7,7,3,3,2,3,3,3,3,0.14,0,Senior,0.7777777777777778,0.7777777777777778,309072,3.0,24.0,0.2222222222222222,0,0,1,0
29,2451,Marié(e),Consulting,Assistant de Direction,6,5,1,0,0,2,2,9,3,Infra & Cloud,0,0,3,4,1,3,1,2,3,0.18,1,Junior,0.0,0.0,71079,2.25,2.25,1.0,0,0,1,0
33,6392,Marié(e),Commercial,Cadre Commercial,2,8,2,2,0,1,6,8,4,Infra & Cloud,2,2,1,3,2,1,4,1,3,0.13,1,Junior,0.6666666666666666,0.6666666666666666,210936,1.75,3.5,2.0,0,0,1,0
30,9714,Marié(e),Commercial,Cadre Commercial,1,10,10,8,1,1,4,1,3,Infra & Cloud,6,7,2,2,2,1,4,3,3,0.11,1,Junior,0.7272727272727273,0.6363636363636364,291420,2.5,25.0,0.36363636363636365,0,0,1,0
38,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,10,6,3,0,0,2,10,4,Ressources Humaines,1,2,3,3,2,3,3,3,3,0.11,1,Intermédiaire,0.42857142857142855,0.2857142857142857,230926,3.0,18.0,0.2857142857142857,0,0,2,0
35,2450,Célibataire,Consulting,Consultant,1,3,3,0,0,0,3,1,3,Transformation Digitale,1,2,4,2,1,1,2,3,3,0.19,1,Intermédiaire,0.0,0.5,85750,2.5,7.5,0.75,0,0,1,0
30,9250,Marié(e),Commercial,Cadre Commercial,3,9,4,2,0,1,3,29,4,Entrepreunariat,1,3,3,3,3,2,2,3,3,0.12,1,Junior,0.4,0.6,277500,2.5,10.0,0.6,0,0,1,0
35,2074,Divorcé(e),Consulting,Consultant,1,1,1,0,1,1,2,2,3,Infra & Cloud,0,0,1,3,1,1,4,3,3,0.12,0,Intermédiaire,0.0,0.0,72590,2.25,2.25,1.0,1,2,1,2
53,10169,Marié(e),Consulting,Tech Lead,0,34,33,7,1,1,4,2,5,Entrepreunariat,1,9,3,2,3,4,2,3,3,0.16,0,Senior,0.20588235294117646,0.2647058823529412,538957,3.0,99.0,0.11764705882352941,0,0,1,0
38,4855,Marié(e),Consulting,Tech Lead,4,7,5,2,1,2,2,2,3,Transformation Digitale,1,4,3,3,2,2,1,3,3,0.11,1,Intermédiaire,0.3333333333333333,0.6666666666666666,184490,2.25,11.25,0.3333333333333333,0,0,1,0
32,4087,Marié(e),Consulting,Assistant de Direction,4,9,6,5,0,1,3,1,4,Entrepreunariat,1,2,4,3,2,1,2,2,3,0.14,1,Junior,0.7142857142857143,0.2857142857142857,130784,2.25,13.5,0.42857142857142855,0,0,0,0
48,2367,Marié(e),Consulting,Assistant de Direction,8,10,8,2,0,1,3,15,4,Autre,7,6,3,3,1,1,4,2,3,0.12,0,Senior,0.2222222222222222,0.6666666666666666,113616,2.5,20.0,0.3333333333333333,0,0,1,0
34,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,0,4,7,4,Transformation Digitale,0,0,1,3,1,4,3,1,3,0.13,1,Junior,0.0,0.0,101048,2.25,2.25,2.0,0,0,1,0
55,19586,Marié(e),Commercial,Senior Manager,1,36,36,6,0,1,3,26,5,Marketing,2,13,3,2,5,4,3,3,4,0.21,1,Senior,0.16216216216216217,0.35135135135135137,1077230,3.25,117.0,0.08108108108108109,0,0,1,0
34,5484,Marié(e),Consulting,Assistant de Direction,9,9,2,2,0,1,3,1,4,Infra & Cloud,2,1,2,3,2,4,2,2,3,0.17,1,Junior,0.6666666666666666,0.3333333333333333,186456,2.5,5.0,1.0,0,0,1,0
26,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,0,0,5,3,3,Infra & Cloud,0,0,1,3,1,4,1,3,4,0.21,0,Junior,0.0,0.0,53586,2.25,2.25,2.5,0,0,1,0
38,9924,Marié(e),Commercial,Cadre Commercial,0,10,9,8,0,1,3,14,3,Infra & Cloud,7,7,3,3,2,2,4,3,3,0.11,1,Intermédiaire,0.8,0.7,377112,3.0,27.0,0.3,0,0,1,0
38,4198,Célibataire,Commercial,Cadre Commercial,2,8,3,2,0,0,5,16,3,Infra & Cloud,1,2,2,3,2,2,2,4,3,0.12,0,Intermédiaire,0.5,0.5,159524,2.5,7.5,1.25,0,0,1,0
36,6815,Célibataire,Commercial,Cadre Commercial,6,15,1,0,0,0,5,1,4,Infra & Cloud,0,0,2,3,2,3,1,3,3,0.13,0,Intermédiaire,0.0,0.0,245340,2.25,2.25,2.5,0,0,1,0
29,4723,Célibataire,Consulting,Consultant,1,10,10,9,0,0,3,3,1,Transformation Digitale,1,5,2,3,1,1,4,3,3,0.18,1,Junior,0.8181818181818182,0.45454545454545453,136967,2.5,25.0,0.2727272727272727,1,3,1,3
35,6142,Célibataire,Consulting,Manager,3,10,5,2,0,0,4,10,4,Transformation Digitale,0,4,1,3,2,3,3,3,3,0.16,0,Intermédiaire,0.3333333333333333,0.6666666666666666,214970,2.5,12.5,0.6666666666666666,1,10,1,10
39,8237,Marié(e),Commercial,Cadre Commercial,2,11,7,6,0,1,3,6,3,Transformation Digitale,7,6,4,4,3,3,1,3,3,0.11,1,Intermédiaire,0.75,0.75,321243,2.75,19.25,0.375,0,0,1,0
29,8853,Divorcé(e),Consulting,Manager,1,6,6,4,0,1,0,2,1,Infra & Cloud,1,3,1,3,2,4,4,4,3,0.19,1,Junior,0.5714285714285714,0.42857142857142855,256737,3.25,19.5,0.0,0,0,2,0
50,19331,Marié(e),Commercial,Senior Manager,4,27,1,0,0,1,2,9,3,Marketing,0,0,3,3,5,3,3,3,3,0.16,1,Senior,0.0,0.0,966550,3.0,3.0,1.0,1,9,1,9
23,2073,Marié(e),Consulting,Assistant de Direction,2,4,2,2,0,1,2,10,3,Entrepreunariat,2,2,4,4,1,3,4,3,3,0.16,1,Junior,0.6666666666666666,0.6666666666666666,47679,3.5,7.0,0.6666666666666666,0,0,1,0
36,5562,Marié(e),Consulting,Consultant,3,9,3,2,0,1,3,6,4,Infra & Cloud,0,2,1,4,2,1,4,3,3,0.13,1,Intermédiaire,0.5,0.5,200232,2.25,6.75,0.75,1,6,2,12
42,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,0,0,2,9,2,Autre,0,1,4,2,5,4,4,3,4,0.22,1,Intermédiaire,0.0,0.5,823746,3.75,3.75,1.0,0,0,1,0
35,3407,Marié(e),Consulting,Consultant,1,10,10,9,0,2,3,28,3,Infra & Cloud,6,8,2,4,2,3,4,2,3,0.17,1,Intermédiaire,0.8181818181818182,0.7272727272727273,119245,2.75,27.5,0.2727272727272727,0,0,1,0
34,5063,Marié(e),Consulting,Manager,1,8,8,2,0,1,3,10,4,Entrepreunariat,7,7,4,2,2,3,2,2,3,0.14,1,Junior,0.2222222222222222,0.7777777777777778,172142,2.75,22.0,0.3333333333333333,0,0,2,0
40,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,0,1,2,14,2,Infra & Cloud,1,2,4,3,2,1,3,3,3,0.15,0,Intermédiaire,0.6666666666666666,0.3333333333333333,185560,2.75,13.75,0.3333333333333333,0,0,1,0
43,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,0,1,0,27,3,Entrepreunariat,0,2,4,4,1,2,3,3,3,0.12,1,Intermédiaire,0.5714285714285714,0.2857142857142857,209668,3.0,18.0,0.0,0,0,1,0
35,2690,Marié(e),Consulting,Consultant,1,1,1,0,0,1,5,7,2,Infra & Cloud,0,1,3,2,1,4,4,2,3,0.18,1,Intermédiaire,0.0,0.5,94150,3.25,3.25,2.5,0,0,1,0
46,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,0,0,5,1,4,Infra & Cloud,0,12,4,4,4,1,2,1,3,0.15,1,Senior,0.0,0.4444444444444444,808082,2.0,52.0,0.18518518518518517,0,0,1,0
28,2408,Marié(e),Consulting,Consultant,1,1,1,1,1,3,3,24,3,Transformation Digitale,0,0,3,3,1,2,3,3,3,0.17,1,Junior,0.5,0.0,67424,2.75,2.75,1.5,1,24,1,24
22,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,0,0,2,26,2,Autre,1,3,2,2,1,3,2,2,3,0.14,0,Junior,0.4,0.6,61908,2.25,9.0,0.4,1,26,0,0
50,11245,Marié(e),Consulting,Manager,2,32,30,8,0,1,3,20,5,Transformation Digitale,12,13,2,3,4,3,3,3,3,0.15,1,Senior,0.25806451612903225,0.41935483870967744,562250,2.75,82.5,0.0967741935483871,1,20,2,40
32,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,0,2,3,5,4,Autre,0,2,2,4,1,4,4,3,3,0.17,0,Junior,0.5,0.5,105984,3.25,9.75,0.75,0,0,1,0
44,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,0,1,4,7,3,Transformation Digitale,1,10,2,3,5,4,4,2,3,0.14,0,Intermédiaire,0.30434782608695654,0.43478260869565216,838156,3.0,66.0,0.17391304347826086,1,7,1,7
30,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,0,1,3,7,3,Transformation Digitale,1,1,2,2,1,2,2,2,3,0.12,1,Junior,0.5714285714285714,0.14285714285714285,64230,2.0,12.0,0.42857142857142855,0,0,1,0
45,5769,Célibataire,Consulting,Consultant,1,10,10,7,0,0,3,5,5,Transformation Digitale,1,4,3,1,2,1,1,3,3,0.14,0,Intermédiaire,0.6363636363636364,0.36363636363636365,259605,2.0,20.0,0.2727272727272727,1,5,1,5
45,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,0,1,2,26,3,Marketing,4,5,1,2,2,1,1,3,3,0.15,1,Intermédiaire,0.6363636363636364,0.45454545454545453,197325,1.5,15.0,0.18181818181818182,0,0,0,0
31,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,0,0,3,2,4,Autre,0,3,4,3,2,1,4,3,3,0.13,1,Junior,0.3333333333333333,0.5,165292,3.0,15.0,0.5,0,0,2,0
36,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,0,2,2,12,4,Infra & Cloud,1,1,3,3,2,3,2,3,3,0.12,0,Intermédiaire,0.5,0.25,167868,2.75,8.25,0.5,1,12,1,12
34,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,0,1,3,10,4,Infra & Cloud,7,2,3,4,2,4,1,3,3,0.13,1,Junior,0.7,0.2,160616,2.75,24.75,0.3,0,0,2,0
49,3211,Marié(e),Consulting,Consultant,1,10,9,6,0,1,3,25,4,Infra & Cloud,1,4,3,3,1,1,4,2,3,0.14,0,Senior,0.6,0.4,157339,2.5,22.5,0.3,0,0,1,0
39,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,0,3,3,10,5,Transformation Digitale,7,7,2,3,2,1,4,3,3,0.13,1,Intermédiaire,0.875,0.875,209703,2.5,17.5,0.375,0,0,1,0
27,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,0,2,3,19,3,Autre,0,7,4,2,1,1,1,3,3,0.11,1,Junior,0.875,0.875,109782,2.25,15.75,0.375,0,0,1,0
35,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,0,0,2,18,5,Infra & Cloud,1,10,2,4,2,1,4,3,3,0.11,1,Intermédiaire,0.8823529411764706,0.5882352941176471,182280,2.5,40.0,0.11764705882352941,0,0,1,0
28,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,0,1,5,27,3,Transformation Digitale,0,0,2,1,2,1,2,2,4,0.21,0,Junior,0.5,0.0,136556,1.75,8.75,0.8333333333333334,0,0,1,0
21,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,0,0,2,5,1,Transformation Digitale,2,2,3,3,1,4,3,3,3,0.18,1,Junior,0.6666666666666666,0.6666666666666666,65457,3.25,6.5,0.6666666666666666,0,0,1,0
18,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,1,0,2,3,2,Transformation Digitale,0,0,2,3,1,4,3,4,3,0.12,0,Junior,0.0,0.0,28242,3.25,0.0,2.0,1,3,2,6
47,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,0,1,2,26,4,Infra & Cloud,1,0,4,3,5,3,3,3,3,0.11,0,Senior,0.3333333333333333,0.0,923926,3.25,16.25,0.3333333333333333,0,0,1,0
39,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,0,1,3,3,2,Transformation Digitale,0,7,3,2,2,3,4,3,3,0.15,1,Intermédiaire,0.7272727272727273,0.6363636363636364,119691,3.25,32.5,0.2727272727272727,0,0,1,0
40,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,0,2,2,15,3,Infra & Cloud,14,12,1,2,3,3,4,3,3,0.13,0,Intermédiaire,0.7894736842105263,0.631578947368421,417400,2.75,49.5,0.10526315789473684,0,0,1,0
35,4148,Marié(e),Consulting,Manager,1,15,14,11,0,1,5,8,4,Infra & Cloud,2,9,3,3,2,3,4,3,3,0.12,0,Intermédiaire,0.7333333333333333,0.6,145180,3.25,45.5,0.3333333333333333,0,0,0,0
37,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,0,3,2,19,3,Infra & Cloud,0,2,3,3,2,3,1,2,3,0.17,1,Intermédiaire,0.6,0.4,213416,2.25,9.0,0.4,0,0,1,0
39,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,0,0,2,4,3,Transformation Digitale,3,8,1,3,2,3,4,1,3,0.13,0,Intermédiaire,0.2,0.8,196638,2.25,20.25,0.2,0,0,2,0
45,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,0,2,3,2,2,Autre,3,9,4,2,2,4,1,3,3,0.19,0,Intermédiaire,0.6363636363636364,0.8181818181818182,259650,3.0,30.0,0.2727272727272727,0,0,1,0
38,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,0,1,6,2,2,Transformation Digitale,0,2,4,2,3,3,4,4,3,0.19,0,Intermédiaire,0.6666666666666666,0.3333333333333333,294728,3.75,18.75,1.0,1,2,1,2
35,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,1,0,3,10,3,Transformation Digitale,6,0,4,2,3,1,3,3,3,0.17,1,Intermédiaire,0.8571428571428571,0.0,360710,2.75,35.75,0.21428571428571427,0,0,1,0
37,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,0,1,2,10,3,Transformation Digitale,7,7,2,3,1,2,1,1,3,0.11,0,Intermédiaire,0.4444444444444444,0.7777777777777778,145632,1.5,12.0,0.2222222222222222,0,0,1,0
40,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,0,0,2,16,3,Infra & Cloud,3,3,3,3,3,4,4,2,3,0.15,0,Intermédiaire,0.4,0.6,317800,3.25,13.0,0.4,1,16,1,16
44,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,0,0,3,1,5,Ressources Humaines,0,2,1,3,2,4,3,3,3,0.11,1,Intermédiaire,0.6363636363636364,0.18181818181818182,252692,2.75,27.5,0.2727272727272727,1,1,2,2
48,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,0,1,3,4,5,Transformation Digitale,2,2,3,2,4,4,2,3,4,0.25,1,Senior,0.6666666666666666,0.6666666666666666,729696,3.0,6.0,1.0,0,0,2,0
35,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,1,2,2,15,2,Transformation Digitale,2,2,1,1,2,4,4,2,3,0.14,1,Intermédiaire,0.6666666666666666,0.6666666666666666,190400,2.75,5.5,0.6666666666666666,1,15,1,15
24,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,0,0,2,2,1,Entrepreunariat,1,3,1,3,1,4,3,3,3,0.13,0,Junior,0.42857142857142855,0.42857142857142855,90240,2.75,16.5,0.2857142857142857,1,2,2,4
27,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,0,0,0,8,3,Transformation Digitale,0,2,2,4,1,3,1,3,3,0.17,0,Junior,0.5,0.5,94959,2.25,6.75,0.0,0,0,1,0
27,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,0,0,0,2,3,Transformation Digitale,1,2,4,3,1,4,3,2,3,0.13,1,Junior,0.4,0.4,69660,3.25,13.0,0.0,0,0,2,0
40,2166,Célibataire,Consulting,Consultant,3,10,4,2,1,0,3,7,3,Infra & Cloud,0,3,1,3,1,1,2,1,3,0.14,1,Intermédiaire,0.4,0.6,86640,1.25,5.0,0.6,1,7,1,7
29,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,0,0,2,10,3,Transformation Digitale,1,4,3,2,2,3,3,3,3,0.11,1,Junior,0.3333333333333333,0.6666666666666666,170201,3.0,15.0,0.3333333333333333,0,0,1,0
36,8008,Marié(e),Consulting,Manager,4,9,3,2,0,2,6,5,4,Infra & Cloud,0,2,2,3,3,1,3,3,3,0.12,0,Intermédiaire,0.5,0.5,288288,2.25,6.75,1.5,0,0,1,0
25,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,0,2,6,2,1,Infra & Cloud,0,7,4,4,2,3,3,3,3,0.17,1,Junior,0.875,0.875,130150,3.25,22.75,0.75,0,0,2,0
39,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,0,0,3,12,3,Transformation Digitale,1,0,4,3,2,2,3,3,4,0.21,1,Intermédiaire,0.6666666666666666,0.0,206505,3.0,15.0,0.5,0,0,1,0
49,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,0,2,2,22,4,Autre,1,2,1,3,4,2,2,3,3,0.16,0,Senior,0.4,0.4,804237,2.0,8.0,0.4,0,0,1,0
50,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,0,3,3,17,5,Infra & Cloud,1,11,4,2,3,1,3,3,3,0.15,0,Senior,0.7333333333333333,0.7333333333333333,663450,2.75,38.5,0.2,0,0,1,0
20,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,0,3,2,3,Transformation Digitale,2,2,3,3,1,3,1,3,3,0.19,0,Junior,0.6666666666666666,0.6666666666666666,55660,2.5,5.0,1.0,0,0,1,0
34,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,0,1,2,3,3,Infra & Cloud,7,9,4,3,2,2,3,3,3,0.12,0,Junior,0.6666666666666666,0.75,184722,3.0,33.0,0.16666666666666666,0,0,1,0
36,2013,Célibataire,Consulting,Consultant,2,15,4,3,0,0,4,7,3,Infra & Cloud,1,3,1,3,1,2,3,3,3,0.11,1,Intermédiaire,0.6,0.6,72468,2.25,9.0,0.8,0,0,1,0
49,13966,Marié(e),Consulting,Manager,2,30,15,11,0,1,3,6,1,Infra & Cloud,2,12,3,2,4,3,2,3,3,0.19,0,Senior,0.6875,0.75,684334,2.75,41.25,0.1875,1,6,1,6
36,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,0,0,6,1,4,Transformation Digitale,1,2,4,2,2,3,3,3,3,0.15,0,Intermédiaire,0.5,0.5,157464,3.25,9.75,1.5,0,0,0,0
36,6842,Divorcé(e),Consulting,Manager,6,13,5,4,0,1,3,3,2,Infra & Cloud,0,4,4,4,2,1,1,3,4,0.2,1,Intermédiaire,0.6666666666666666,0.6666666666666666,246312,2.25,11.25,0.5,0,0,1,0
54,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,0,1,6,22,5,Transformation Digitale,4,7,2,3,4,3,3,3,4,0.25,0,Senior,0.7272727272727273,0.6363636363636364,941004,2.75,27.5,0.5454545454545454,0,0,1,0
43,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,0,1,3,15,2,Infra & Cloud,6,11,3,2,4,3,1,3,4,0.24,1,Intermédiaire,0.6666666666666666,0.7333333333333333,756929,2.5,35.0,0.2,0,0,1,0
35,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,1,0,2,12,4,Autre,6,7,4,3,2,4,1,4,4,0.24,1,Intermédiaire,0.75,0.5833333333333334,160335,3.25,35.75,0.16666666666666666,1,12,2,24
38,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,0,2,4,1,3,Infra & Cloud,2,9,4,3,2,4,4,4,3,0.15,1,Intermédiaire,0.7857142857142857,0.6428571428571429,179930,4.0,52.0,0.2857142857142857,0,0,2,0
29,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,0,1,3,5,3,Transformation Digitale,0,9,1,2,2,2,2,2,3,0.13,1,Junior,0.0,0.8181818181818182,121423,1.75,17.5,0.2727272727272727,1,5,1,5
33,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,0,2,5,2,4,Transformation Digitale,0,4,4,3,2,4,3,3,3,0.14,1,Junior,0.2857142857142857,0.5714285714285714,181665,3.5,21.0,0.7142857142857143,0,0,1,0
32,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,0,2,4,2,3,Transformation Digitale,1,6,4,3,2,2,3,2,3,0.13,1,Junior,0.5,0.6,175040,2.75,24.75,0.4,0,0,1,0
31,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,0,2,2,5,4,Infra & Cloud,0,2,1,3,2,4,1,3,3,0.11,0,Junior,0.0,0.18181818181818182,169756,2.25,22.5,0.18181818181818182,0,0,1,0
49,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,0,1,2,16,3,Transformation Digitale,2,2,4,3,1,1,2,2,3,0.16,0,Senior,0.6666666666666666,0.6666666666666666,126763,2.25,4.5,0.6666666666666666,1,16,1,16
38,2440,Célibataire,Consulting,Consultant,1,4,4,3,0,0,3,2,3,Transformation Digitale,3,3,4,2,1,2,2,3,4,0.22,0,Intermédiaire,0.6,0.6,92720,2.75,11.0,0.6,0,0,2,0
47,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,0,3,2,2,4,Infra & Cloud,1,2,2,4,4,2,3,3,3,0.14,0,Senior,0.5,0.5,750684,2.5,7.5,0.5,0,0,1,0
49,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,0,0,2,1,3,Infra & Cloud,0,0,3,3,4,3,1,3,3,0.14,1,Senior,0.7777777777777778,0.0,753571,2.5,20.0,0.2222222222222222,0,0,1,0
41,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,0,0,2,23,2,Infra & Cloud,0,2,4,3,3,3,4,3,3,0.16,1,Intermédiaire,0.0,0.6666666666666666,290362,3.5,7.0,0.6666666666666666,1,23,1,23
20,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,0,3,9,1,Infra & Cloud,0,2,4,3,1,1,1,3,3,0.11,1,Junior,0.6666666666666666,0.6666666666666666,54560,2.25,4.5,1.0,0,0,1,0
33,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,0,1,2,16,3,Infra & Cloud,1,2,3,3,2,4,3,3,4,0.25,0,Junior,0.7142857142857143,0.2857142857142857,177144,3.25,19.5,0.2857142857142857,1,16,0,0
36,5347,Marié(e),Consulting,Manager,6,10,3,2,0,2,2,26,4,Infra & Cloud,0,2,1,3,2,3,2,2,3,0.14,1,Intermédiaire,0.5,0.5,192492,2.0,6.0,0.5,0,0,1,0
44,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,0,3,2,1,3,Infra & Cloud,2,2,3,3,1,4,1,3,3,0.18,0,Intermédiaire,0.6666666666666666,0.6666666666666666,140580,2.75,5.5,0.6666666666666666,1,1,1,1
23,3989,Célibataire,Consulting,Consultant,1,5,5,4,1,0,2,8,1,Transformation Digitale,1,2,4,2,1,3,1,3,3,0.11,1,Junior,0.6666666666666666,0.3333333333333333,91747,2.75,13.75,0.3333333333333333,1,8,1,8
38,3306,Marié(e),Consulting,Consultant,7,7,0,0,0,1,5,4,2,Transformation Digitale,0,0,4,3,1,3,4,2,3,0.19,0,Intermédiaire,0.0,0.0,125628,3.25,0.0,5.0,0,0,1,0
53,7005,Marié(e),Consulting,Manager,3,11,4,3,0,0,2,24,4,Transformation Digitale,1,2,2,4,3,4,3,3,3,0.15,1,Senior,0.6,0.4,371265,3.0,12.0,0.4,0,0,1,0
48,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,1,2,3,7,2,Transformation Digitale,7,7,4,3,1,3,3,3,3,0.11,0,Senior,0.7,0.7,127440,3.25,29.25,0.3,1,7,2,14
32,1393,Célibataire,Consulting,Consultant,1,1,1,0,1,0,2,2,4,Infra & Cloud,0,0,4,3,1,2,1,3,3,0.12,1,Junior,0.0,0.0,44576,2.5,2.5,1.0,0,0,1,0
26,2570,Célibataire,Consulting,Consultant,1,7,7,7,0,0,5,7,3,Transformation Digitale,5,7,4,3,1,4,3,3,4,0.2,1,Junior,0.875,0.875,66820,3.5,24.5,0.625,0,0,0,0
55,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,0,1,1,22,3,Entrepreunariat,1,2,1,2,1,2,4,3,3,0.12,1,Senior,0.4,0.4,194535,2.5,10.0,0.2,0,0,1,0
34,3986,Marié(e),Consulting,Consultant,1,15,15,10,0,1,3,5,2,Transformation Digitale,4,13,2,2,2,4,3,4,3,0.14,1,Junior,0.625,0.8125,135524,3.25,48.75,0.1875,0,0,1,0
60,10883,Divorcé(e),Consulting,Manager,3,19,1,0,0,1,2,1,4,Transformation Digitale,0,0,3,1,3,4,3,4,4,0.2,1,Senior,0.0,0.0,652980,3.5,3.5,1.0,0,0,1,0
